participant_id,group,from,to,time_ms,from_category,to_category,from_fallacy_type,to_fallacy_type,from_element_type,to_element_type
participant_1773699982858,treatment,(none),1-news-sentence-5,124,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),94,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,31,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),34,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,32,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),61,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,32,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),157,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),2-news-sentence-4,62,other,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-4,1-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,126,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,65,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,250,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,126,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,2-news-sentence-5,31,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,30,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,2-news-sentence-5,31,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,34,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,186,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,0-news-sentence-5,32,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,0-news-sentence-5,news-content-5,31,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,0-news-sentence-5,31,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,64,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,(none),32,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),0-news-sentence-5,118,other,article_text,,,other,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,34,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,92,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,28,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,32,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,32,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),219,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,32,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,96,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,33,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),92,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),news-content-5,29,other,paragraph,,,other,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,32,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,32,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,0-news-sentence-5,32,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,35,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),63,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),0-news-sentence-5,55,other,article_text,,,other,sentence
participant_1773699982858,treatment,0-news-sentence-5,(none),8,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,63,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,1-news-sentence-4,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-4,(none),33,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),news-content-5,31,other,paragraph,,,other,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,31,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,64,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,3-news-sentence-5,34,article_text,article_text,,ATM,sentence,sentence
participant_1773699982858,treatment,3-news-sentence-5,1-news-sentence-5,28,article_text,article_text,ATM,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-4,156,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-4,(none),34,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),0-news-sentence-5,29,other,article_text,,,other,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,215,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,(none),32,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,32,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-4,121,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-4,0-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,95,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,0-news-sentence-5,33,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,64,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,0-news-sentence-5,29,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,34,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,29,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,(none),33,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),0-news-sentence-5,342,other,article_text,,,other,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,30,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,50,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),43,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),0-news-sentence-5,32,other,article_text,,,other,sentence
participant_1773699982858,treatment,0-news-sentence-5,2-news-sentence-4,62,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-4,1-news-sentence-4,33,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-4,(none),31,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),news-content-4,31,other,paragraph,,,other,other
participant_1773699982858,treatment,news-content-4,1-news-sentence-5,32,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),33,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),2-news-sentence-4,32,other,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-4,0-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,94,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,1-news-sentence-4,62,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-4,1-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,127,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),124,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,54,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,105,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,(none),33,paragraph,other,,,other,other
participant_1773699982858,treatment,(none),news-content-4,30,other,paragraph,,,other,other
participant_1773699982858,treatment,news-content-4,0-news-sentence-4,31,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,0-news-sentence-4,news-content-4,33,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-4,(none),62,paragraph,other,,,other,other
participant_1773699982858,treatment,(none),2-news-sentence-4,31,other,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-4,1-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,66,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,61,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),62,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),news-content-4,65,other,paragraph,,,other,other
participant_1773699982858,treatment,news-content-4,1-news-sentence-5,29,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-4,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-4,0-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,(none),30,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,275,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),6,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-4,32,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-4,(none),33,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,95,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,63,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,155,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,34,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,60,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,64,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,32,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,3-news-sentence-5,32,paragraph,article_text,,ATM,other,sentence
participant_1773699982858,treatment,3-news-sentence-5,1-news-sentence-5,61,article_text,article_text,ATM,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-4,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-4,(none),31,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),0-news-sentence-5,31,other,article_text,,,other,sentence
participant_1773699982858,treatment,0-news-sentence-5,(none),33,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),0-news-sentence-5,30,other,article_text,,,other,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,34,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,3-news-sentence-5,29,article_text,article_text,,ATM,sentence,sentence
participant_1773699982858,treatment,3-news-sentence-5,2-news-sentence-5,42,article_text,article_text,ATM,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,37,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-4,93,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-4,(none),32,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),news-content-5,32,other,paragraph,,,other,other
participant_1773699982858,treatment,news-content-5,3-news-sentence-5,32,paragraph,article_text,,ATM,other,sentence
participant_1773699982858,treatment,3-news-sentence-5,2-news-sentence-5,32,article_text,article_text,ATM,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,62,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,126,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,127,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,34,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,95,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,64,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-4,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-4,(none),32,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,30,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,250,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,31,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,64,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,30,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,95,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,65,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,93,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,62,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,63,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,159,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,63,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,88,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,33,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,60,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,33,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,285,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,31,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,124,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,63,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-4,62,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-4,1-news-sentence-5,32,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,60,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,57,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-4,98,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-4,(none),63,paragraph,other,,,other,other
participant_1773699982858,treatment,(none),2-news-sentence-4,30,other,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-4,1-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,62,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,32,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,32,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,30,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-4,32,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-4,1-news-sentence-5,33,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,29,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,(none),31,paragraph,other,,,other,other
participant_1773699982858,treatment,(none),1-news-sentence-5,62,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-4,32,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-4,(none),92,paragraph,other,,,other,other
participant_1773699982858,treatment,(none),2-news-sentence-5,32,other,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-5,news-content-5,30,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,(none),33,paragraph,other,,,other,other
participant_1773699982858,treatment,(none),1-news-sentence-5,31,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,63,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,32,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,news-content-4,51,paragraph,paragraph,,,other,other
participant_1773699982858,treatment,news-content-4,2-news-sentence-5,12,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-5,0-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,0-news-sentence-6,32,article_text,article_text,,SAM,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-6,(none),186,article_text,other,SAM,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,64,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,31,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,news-content-5,30,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,32,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,62,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,64,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,news-content-5,32,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,0-news-sentence-5,32,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,0-news-sentence-5,1-news-sentence-5,29,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,32,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,2-news-sentence-5,32,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-5,news-content-5,61,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,94,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,29,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,53,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,2-news-sentence-5,41,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-5,news-content-5,94,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,31,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,95,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,(none),32,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,155,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),62,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),0-news-sentence-6,33,other,article_text,,SAM,other,sentence
participant_1773699982858,treatment,0-news-sentence-6,1-news-sentence-5,31,article_text,article_text,SAM,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),64,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),2-news-sentence-5,30,other,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-5,0-news-sentence-6,31,article_text,article_text,,SAM,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-6,(none),32,article_text,other,SAM,,sentence,other
participant_1773699982858,treatment,(none),news-content-5,31,other,paragraph,,,other,other
participant_1773699982858,treatment,news-content-5,2-news-sentence-5,32,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,32,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),30,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,33,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,3-news-sentence-5,33,article_text,article_text,,ATM,sentence,sentence
participant_1773699982858,treatment,3-news-sentence-5,1-news-sentence-5,77,article_text,article_text,ATM,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,(none),45,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-4,31,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-4,news-content-4,32,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-4,1-news-sentence-5,31,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-6,33,article_text,article_text,,SAM,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-6,3-news-sentence-5,63,article_text,article_text,SAM,ATM,sentence,sentence
participant_1773699982858,treatment,3-news-sentence-5,1-news-sentence-5,31,article_text,article_text,ATM,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-5,33,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-5,news-content-5,30,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,30,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,0-news-sentence-6,33,article_text,article_text,,SAM,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-6,(none),154,article_text,other,SAM,,sentence,other
participant_1773699982858,treatment,(none),3-news-sentence-5,33,other,article_text,,ATM,other,sentence
participant_1773699982858,treatment,3-news-sentence-5,(none),62,article_text,other,ATM,,sentence,other
participant_1773699982858,treatment,(none),1-news-sentence-5,32,other,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,news-content-5,30,article_text,paragraph,,,sentence,other
participant_1773699982858,treatment,news-content-5,2-news-sentence-5,31,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,2-news-sentence-5,3-news-sentence-5,63,article_text,article_text,,ATM,sentence,sentence
participant_1773699982858,treatment,3-news-sentence-5,0-news-sentence-6,31,article_text,article_text,ATM,SAM,sentence,sentence
participant_1773699982858,treatment,0-news-sentence-6,1-news-sentence-5,129,article_text,article_text,SAM,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,53,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,9,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,63,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,3-news-sentence-5,31,article_text,article_text,,ATM,sentence,sentence
participant_1773699982858,treatment,3-news-sentence-5,(none),63,article_text,other,ATM,,sentence,other
participant_1773699982858,treatment,(none),news-content-5,32,other,paragraph,,,other,other
participant_1773699982858,treatment,news-content-5,1-news-sentence-5,33,paragraph,article_text,,,other,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,29,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,1-news-sentence-5,95,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,1-news-sentence-5,2-news-sentence-5,30,article_text,article_text,,,sentence,sentence
participant_1773699982858,treatment,2-news-sentence-5,(none),33,article_text,other,,,sentence,other
participant_1773699982858,treatment,(none),3-news-sentence-5,29,other,article_text,,ATM,other,sentence
